id,EAP,HPL,MWS
id02310,0.2716447412967682,0.26492708921432495,0.46342816948890686
id24541,0.47095775604248047,0.2644731104373932,0.2645691931247711
id00134,0.27391642332077026,0.4585810601711273,0.2675025165081024
id27757,0.37655431032180786,0.33910757303237915,0.2843381464481354
id04081,0.4459463357925415,0.27565330266952515,0.2784004211425781
id27337,0.43873170018196106,0.29655441641807556,0.2647138237953186
id24265,0.41873645782470703,0.3011808693408966,0.2800825834274292
id25917,0.2661661207675934,0.3087128698825836,0.4251209795475006
id04951,0.46889281272888184,0.26737838983535767,0.2637288272380829
id14549,0.45473551750183105,0.26866981387138367,0.2765946388244629
id22505,0.2682795226573944,0.27230942249298096,0.45941105484962463
id24002,0.2641730308532715,0.4717540144920349,0.2640729546546936
id18982,0.3051142990589142,0.4086800813674927,0.2862056791782379
id15181,0.26432836055755615,0.47163376212120056,0.26403793692588806
id21888,0.39071154594421387,0.2913314700126648,0.3179570138454437
id12035,0.26530957221984863,0.26442262530326843,0.47026774287223816
id17991,0.31964796781539917,0.2800108790397644,0.40034112334251404
id10707,0.4709407687187195,0.2645193040370941,0.2645398676395416
id07101,0.3712281882762909,0.2845565378665924,0.3442153036594391
id00345,0.2744655907154083,0.4579566419124603,0.2675777077674866
id05912,0.46074655652046204,0.27324607968330383,0.26600730419158936
id13443,0.45526236295700073,0.2670477628707886,0.2776898741722107
id09248,0.34421876072883606,0.2872697412967682,0.36851149797439575
id17542,0.3126838803291321,0.4139207899570465,0.2733953893184662
id06995,0.29643383622169495,0.26384273171424866,0.439723402261734
id25159,0.4390837848186493,0.2716258466243744,0.2892904281616211
id25729,0.3614852726459503,0.35961174964904785,0.27890294790267944
id26949,0.46227043867111206,0.27175891399383545,0.2659706771373749
id27191,0.3303985595703125,0.2880021333694458,0.3815993070602417
id07668,0.3534868657588959,0.2724652886390686,0.3740478754043579
id02230,0.27598926424980164,0.36239519715309143,0.36161550879478455
id15553,0.4709511399269104,0.2645019292831421,0.2645469307899475
id25688,0.2626056373119354,0.46817803382873535,0.26921629905700684
id17545,0.46956726908683777,0.2655637562274933,0.26486897468566895
id13929,0.34894055128097534,0.33480003476142883,0.3162594437599182
id12880,0.3078669309616089,0.41504478454589844,0.2770882546901703
id19282,0.34272369742393494,0.30500203371047974,0.3522742688655853
id14690,0.2694452702999115,0.2659655213356018,0.4645892083644867
id17975,0.2714484930038452,0.46486547589302063,0.26368609070777893
id08037,0.43411412835121155,0.2742689251899719,0.29161694645881653
id15412,0.27591434121131897,0.26684266328811646,0.45724302530288696
id25032,0.37385794520378113,0.2973495125770569,0.3287925124168396
id27165,0.47092828154563904,0.26452574133872986,0.2645460069179535
id03327,0.37354934215545654,0.33711278438568115,0.2893378734588623
id18515,0.46949735283851624,0.26543664932250977,0.265065997838974
id21003,0.30961447954177856,0.27265116572380066,0.4177343249320984
id23855,0.26688358187675476,0.4540242850780487,0.27909210324287415
id20724,0.42227381467819214,0.28179678320884705,0.29592934250831604
id13303,0.39583244919776917,0.3011586368083954,0.30300888419151306
id16521,0.27671435475349426,0.34981396794319153,0.3734717071056366
id20775,0.4709029197692871,0.2645690143108368,0.2645280361175537
id13029,0.4709233343601227,0.2645454406738281,0.26453128457069397
id14660,0.4096270501613617,0.30891546607017517,0.2814575135707855
id11028,0.26459789276123047,0.2642064094543457,0.47119566798210144
id14180,0.46533438563346863,0.2701019048690796,0.26456373929977417
id25860,0.4709145426750183,0.2645542621612549,0.2645312547683716
id11910,0.3155025541782379,0.26682665944099426,0.4176708459854126
id08065,0.28544679284095764,0.27092358469963074,0.443629652261734
id22674,0.26475009322166443,0.2644747495651245,0.47077521681785583
id25018,0.35053667426109314,0.274129182100296,0.37533411383628845
id10892,0.2642557919025421,0.4716792404651642,0.2640649378299713
id10217,0.30693551898002625,0.4214579463005066,0.2716065049171448
id12996,0.3258568346500397,0.3282409906387329,0.3459022343158722
id18262,0.37177950143814087,0.3299340605735779,0.29828643798828125
id08606,0.26242366433143616,0.46840474009513855,0.2691716253757477
id17233,0.44737958908081055,0.2699122726917267,0.28270816802978516
id00101,0.40247246623039246,0.3144909739494324,0.2830365300178528
id12225,0.44523411989212036,0.28132113814353943,0.2734447419643402
id01364,0.2669048011302948,0.4697996973991394,0.26329556107521057
id24973,0.3444044589996338,0.2749060094356537,0.3806895911693573
id25363,0.3422032594680786,0.2767462134361267,0.3810505270957947
id10061,0.358662486076355,0.2734561562538147,0.3678813874721527
id17673,0.2754722237586975,0.45591679215431213,0.26861095428466797
id13249,0.3911716639995575,0.26773524284362793,0.3410930931568146
id10107,0.2648817300796509,0.2644708454608917,0.4706474244594574
id04403,0.468320369720459,0.2649374306201935,0.26674219965934753
id25728,0.4270147681236267,0.2759878933429718,0.2969973087310791
id16184,0.3831896483898163,0.28812018036842346,0.32869017124176025
id03438,0.26451846957206726,0.26422256231307983,0.4712589383125305
id22923,0.2680097818374634,0.4686896800994873,0.26330050826072693
id08610,0.47091639041900635,0.26452770829200745,0.2645558714866638
id25355,0.2739570140838623,0.26990440487861633,0.456138551235199
id16916,0.3643670380115509,0.3530980944633484,0.2825349271297455
id12793,0.27074238657951355,0.46545249223709106,0.2638051211833954
id11859,0.3573912978172302,0.27882346510887146,0.3637852668762207
id02434,0.4706149399280548,0.2650074064731598,0.2643777132034302
id27703,0.26456549763679504,0.26433804631233215,0.4710964858531952
id25212,0.2748718857765198,0.4575712978839874,0.2675567865371704
id11308,0.2999172508716583,0.28332018852233887,0.4167625904083252
id26094,0.4572771191596985,0.27547433972358704,0.2672485113143921
id22080,0.4349204897880554,0.2946549654006958,0.27042460441589355
id03545,0.46996381878852844,0.2655637860298157,0.2644723951816559
id23725,0.264861136674881,0.26454925537109375,0.47058960795402527
id12009,0.4062919318675995,0.3172840178012848,0.2764240801334381
id24241,0.35276317596435547,0.2791290879249573,0.36810779571533203
id03596,0.26613354682922363,0.470259428024292,0.263606995344162
id10749,0.2903073728084564,0.43529364466667175,0.2743990421295166
id22794,0.26449909806251526,0.26449596881866455,0.4710048735141754
id15482,0.32030993700027466,0.36568769812583923,0.3140023946762085
id04833,0.41758468747138977,0.31047138571739197,0.2719438970088959
id00397,0.2669623792171478,0.26490873098373413,0.46812891960144043
id14691,0.26485323905944824,0.2650388181209564,0.47010794281959534
id05193,0.3098851442337036,0.2734219431877136,0.41669294238090515
id19541,0.4665740132331848,0.2648848295211792,0.2685411274433136
id22166,0.2645501494407654,0.26442182064056396,0.47102802991867065
id20744,0.268520712852478,0.26420727372169495,0.46727198362350464
id10392,0.2661516070365906,0.2638677954673767,0.4699806272983551
id00770,0.4625304639339447,0.27225711941719055,0.2652124762535095
id06018,0.380947083234787,0.34128186106681824,0.2777710556983948
id15678,0.313461571931839,0.27569034695625305,0.41084811091423035
id08305,0.4541541039943695,0.2763274610042572,0.2695184648036957
id08903,0.3100988268852234,0.2951158881187439,0.3947852849960327
id14752,0.3000907003879547,0.42996805906295776,0.26994121074676514
id12468,0.26432833075523376,0.4715830087661743,0.2640886902809143
id05085,0.3293479382991791,0.3929787874221802,0.27767324447631836
id21993,0.32143059372901917,0.2704777717590332,0.40809160470962524
id15503,0.44905340671539307,0.2818673551082611,0.2690792381763458
id03021,0.2643311321735382,0.47157037258148193,0.26409852504730225
id16123,0.4691427946090698,0.2664846181869507,0.2643725574016571
id19383,0.4707213342189789,0.26476389169692993,0.2645147740840912
id04186,0.47067791223526,0.2647649049758911,0.2645571231842041
id17954,0.26460060477256775,0.2642069458961487,0.47119250893592834
id12030,0.33650925755500793,0.2711208462715149,0.39236992597579956
id13020,0.41988039016723633,0.3118767738342285,0.26824283599853516
id25327,0.2775246798992157,0.40400201082229614,0.31847330927848816
id16344,0.3377101421356201,0.2689937651157379,0.3932960629463196
id12303,0.3346835672855377,0.3685796856880188,0.2967367172241211
id15017,0.46928462386131287,0.26648157835006714,0.26423379778862
id22308,0.3471683859825134,0.28123199939727783,0.37159961462020874
id06536,0.2644917070865631,0.26487162709236145,0.47063660621643066
id19797,0.3163614869117737,0.3941602110862732,0.2894783020019531
id06332,0.36596906185150146,0.34469202160835266,0.2893389165401459
id22941,0.31761395931243896,0.2980167269706726,0.3843693137168884
id13547,0.27938058972358704,0.2865510582923889,0.43406832218170166
id06928,0.26464903354644775,0.264197438955307,0.47115352749824524
id12521,0.351083904504776,0.3697500228881836,0.2791661024093628
id25716,0.4247322976589203,0.27415117621421814,0.3011165261268616
id27116,0.2841131091117859,0.2642703950405121,0.45161646604537964
id19941,0.26422423124313354,0.4716860353946686,0.26408979296684265
id05711,0.2645363509654999,0.26420724391937256,0.47125640511512756
id02097,0.2644643187522888,0.2645229995250702,0.471012681722641
id03563,0.2642368674278259,0.4716764986515045,0.26408660411834717
id02295,0.35678064823150635,0.3381117880344391,0.30510756373405457
id08179,0.4709213078022003,0.2644638121128082,0.26461485028266907
id05332,0.27080607414245605,0.4581843614578247,0.27100953459739685
id15697,0.36311793327331543,0.28201568126678467,0.3548664152622223
id17026,0.2861531376838684,0.2699946165084839,0.4438522756099701
id04243,0.4483042359352112,0.29145538806915283,0.2602404057979584
id13175,0.46990370750427246,0.26534250378608704,0.2647538483142853
id05387,0.46922218799591064,0.2653965651988983,0.26538121700286865
id19989,0.4605248272418976,0.272430956363678,0.26704421639442444
id25173,0.33027735352516174,0.2736745774745941,0.39604806900024414
id08925,0.26670506596565247,0.46985915303230286,0.2634357810020447
id03034,0.26593154668807983,0.4696929454803467,0.2643754780292511
id13272,0.2642363905906677,0.4716140627861023,0.26414954662323
id07956,0.4282442331314087,0.2741944491863251,0.29756131768226624
id02648,0.26880499720573425,0.26598694920539856,0.4652080237865448
id01778,0.27359044551849365,0.26710760593414307,0.4593019485473633
id12846,0.2645297348499298,0.2644321918487549,0.4710380733013153
id19001,0.30418604612350464,0.2732090353965759,0.42260488867759705
id05763,0.45195630192756653,0.2708010971546173,0.27724260091781616
id15590,0.264705091714859,0.2641483247280121,0.4711466133594513
id04912,0.36554422974586487,0.32655420899391174,0.3079015612602234
id21201,0.4426814317703247,0.28305256366729736,0.27426600456237793
id13215,0.462182879447937,0.2660444378852844,0.2717726528644562
id15612,0.30020779371261597,0.42805060744285583,0.2717415690422058
id18501,0.2807363271713257,0.2724059820175171,0.44685766100883484
id07223,0.386780709028244,0.31873461604118347,0.2944847345352173
id06707,0.36754941940307617,0.34759852290153503,0.2848520874977112
id05238,0.2641913890838623,0.4716157615184784,0.2641928791999817
id00935,0.26429876685142517,0.27241265773773193,0.4632885754108429
id00110,0.4285834729671478,0.26837101578712463,0.3030455410480499
id17476,0.4669340252876282,0.2678925395011902,0.26517346501350403
id15170,0.4709406793117523,0.2645115852355957,0.264547735452652
id13397,0.32635289430618286,0.293817400932312,0.37982967495918274
id24283,0.4075935482978821,0.28329622745513916,0.30911025404930115
id15234,0.4503614902496338,0.28536778688430786,0.26427075266838074
id16884,0.3613981008529663,0.348194420337677,0.2904074490070343
id07831,0.376499205827713,0.3364213705062866,0.28707942366600037
id16038,0.457923948764801,0.27107271552085876,0.27100327610969543
id03629,0.45165324211120605,0.2718239426612854,0.27652278542518616
id21019,0.44792816042900085,0.27579712867736816,0.27627474069595337
id21835,0.31453004479408264,0.2995416820049286,0.3859282433986664
id04480,0.264184832572937,0.4717274308204651,0.2640877068042755
id20838,0.34222450852394104,0.3735446333885193,0.2842308580875397
id24195,0.3988504409790039,0.28104811906814575,0.32010138034820557
id05448,0.46335920691490173,0.27171725034713745,0.2649235129356384
id15957,0.29212191700935364,0.4289287328720093,0.2789493501186371
id19956,0.26606425642967224,0.26411691308021545,0.4698188006877899
